Tabela,Data,Kurs średni,Zmiana
80/A/NBP/2021,2021-04-27,3.7826,0.45
79/A/NBP/2021,2021-04-26,3.7657,-0.52
78/A/NBP/2021,2021-04-23,3.7855,-0.08
77/A/NBP/2021,2021-04-22,3.7885,-0.17
76/A/NBP/2021,2021-04-21,3.795,0.56
75/A/NBP/2021,2021-04-20,3.7737,-0.21
74/A/NBP/2021,2021-04-19,3.7816,-0.43
73/A/NBP/2021,2021-04-16,3.7978,-0.09
72/A/NBP/2021,2021-04-15,3.8014,-0.13
71/A/NBP/2021,2021-04-14,3.8065,-0.72
70/A/NBP/2021,2021-04-13,3.8342,0.52
69/A/NBP/2021,2021-04-12,3.8144,-0.17
68/A/NBP/2021,2021-04-09,3.8208,-0.41
67/A/NBP/2021,2021-04-08,3.8365,-0.64
66/A/NBP/2021,2021-04-07,3.8611,-0.93
65/A/NBP/2021,2021-04-06,3.8973,-0.03
64/A/NBP/2021,2021-04-02,3.8986,-1.12
63/A/NBP/2021,2021-04-01,3.9428,-0.63
62/A/NBP/2021,2021-03-31,3.9676,0.18
61/A/NBP/2021,2021-03-30,3.9604,0.09
60/A/NBP/2021,2021-03-29,3.957,0.67
59/A/NBP/2021,2021-03-26,3.9307,0.14
58/A/NBP/2021,2021-03-25,3.9253,0.4
57/A/NBP/2021,2021-03-24,3.9098,0.91
56/A/NBP/2021,2021-03-23,3.8746,-0.06
55/A/NBP/2021,2021-03-22,3.8768,-0.25
54/A/NBP/2021,2021-03-19,3.8865,0.41
53/A/NBP/2021,2021-03-18,3.8705,0.07
52/A/NBP/2021,2021-03-17,3.8676,0.41
51/A/NBP/2021,2021-03-16,3.8519,0.23
50/A/NBP/2021,2021-03-15,3.8429,-0.24
49/A/NBP/2021,2021-03-12,3.8521,0.61
48/A/NBP/2021,2021-03-11,3.8287,-0.35
47/A/NBP/2021,2021-03-10,3.842,-0.23
46/A/NBP/2021,2021-03-09,3.8507,-0.41
45/A/NBP/2021,2021-03-08,3.8665,0.71
44/A/NBP/2021,2021-03-05,3.8393,1.43
43/A/NBP/2021,2021-03-04,3.7851,0.91
42/A/NBP/2021,2021-03-03,3.7509,-0.68
41/A/NBP/2021,2021-03-02,3.7765,0.51
40/A/NBP/2021,2021-03-01,3.7572,0.87
39/A/NBP/2021,2021-02-26,3.7247,0.82
38/A/NBP/2021,2021-02-25,3.6943,-0.54
37/A/NBP/2021,2021-02-24,3.7145,0.08
36/A/NBP/2021,2021-02-23,3.7117,-0.05
35/A/NBP/2021,2021-02-22,3.7135,0.37
34/A/NBP/2021,2021-02-19,3.6997,-0.42
33/A/NBP/2021,2021-02-18,3.7152,-0.36
32/A/NBP/2021,2021-02-17,3.7287,0.94
31/A/NBP/2021,2021-02-16,3.694,-0.02
30/A/NBP/2021,2021-02-15,3.6949,-0.64
29/A/NBP/2021,2021-02-12,3.7186,0.19
28/A/NBP/2021,2021-02-11,3.7117,0.39
27/A/NBP/2021,2021-02-10,3.6973,0
26/A/NBP/2021,2021-02-09,3.6972,-0.88
25/A/NBP/2021,2021-02-08,3.7301,-0.67
24/A/NBP/2021,2021-02-05,3.7554,0.12
23/A/NBP/2021,2021-02-04,3.7509,0.42
22/A/NBP/2021,2021-02-03,3.7352,0.11
21/A/NBP/2021,2021-02-02,3.7311,-0.03
20/A/NBP/2021,2021-02-01,3.7323,-0.37
19/A/NBP/2021,2021-01-29,3.746,-0.28
18/A/NBP/2021,2021-01-28,3.7566,0.16
17/A/NBP/2021,2021-01-27,3.7507,-0.01
16/A/NBP/2021,2021-01-26,3.7512,0.29
15/A/NBP/2021,2021-01-25,3.7402,0.39
14/A/NBP/2021,2021-01-22,3.7255,-0.15
13/A/NBP/2021,2021-01-21,3.7312,0.02
12/A/NBP/2021,2021-01-20,3.7303,-0.3
11/A/NBP/2021,2021-01-19,3.7416,-0.75
10/A/NBP/2021,2021-01-18,3.7699,0.62
9/A/NBP/2021,2021-01-15,3.7466,0.38
8/A/NBP/2021,2021-01-14,3.7323,0.49
7/A/NBP/2021,2021-01-13,3.7142,-0.12
6/A/NBP/2021,2021-01-12,3.7188,-0.22
5/A/NBP/2021,2021-01-11,3.7271,0.95
4/A/NBP/2021,2021-01-08,3.6919,0.72
3/A/NBP/2021,2021-01-07,3.6656,-1.01
2/A/NBP/2021,2021-01-05,3.7031,0.09
1/A/NBP/2021,2021-01-04,3.6998,-1.56
255/A/NBP/2020,2020-12-31,3.7584,1.85
254/A/NBP/2020,2020-12-30,3.6901,0.33
253/A/NBP/2020,2020-12-29,3.6778,0.38
252/A/NBP/2020,2020-12-28,3.6639,-0.92
251/A/NBP/2020,2020-12-24,3.6981,0.17
250/A/NBP/2020,2020-12-23,3.6919,-0.01
249/A/NBP/2020,2020-12-22,3.6921,-0.43
248/A/NBP/2020,2020-12-21,3.7082,2.09
247/A/NBP/2020,2020-12-18,3.6322,0.19
246/A/NBP/2020,2020-12-17,3.6254,-0.22
245/A/NBP/2020,2020-12-16,3.6334,-0.6
244/A/NBP/2020,2020-12-15,3.6554,0.02
243/A/NBP/2020,2020-12-14,3.6548,-0.22
242/A/NBP/2020,2020-12-11,3.663,0.15
241/A/NBP/2020,2020-12-10,3.6574,-0.23
240/A/NBP/2020,2020-12-09,3.6657,-0.7
239/A/NBP/2020,2020-12-08,3.6914,-0.24
238/A/NBP/2020,2020-12-07,3.7001,0.64
237/A/NBP/2020,2020-12-04,3.6765,-0.58
236/A/NBP/2020,2020-12-03,3.6981,-0.15
235/A/NBP/2020,2020-12-02,3.7038,-0.88
234/A/NBP/2020,2020-12-01,3.7367,0.01
233/A/NBP/2020,2020-11-30,3.7364,-0.66
232/A/NBP/2020,2020-11-27,3.7614,0.07
231/A/NBP/2020,2020-11-26,3.7586,0.08
230/A/NBP/2020,2020-11-25,3.7556,-0.18
229/A/NBP/2020,2020-11-24,3.7625,0.02
228/A/NBP/2020,2020-11-23,3.7616,-0.16
227/A/NBP/2020,2020-11-20,3.7677,-0.51
226/A/NBP/2020,2020-11-19,3.7872,0.67
225/A/NBP/2020,2020-11-18,3.7621,-0.68
224/A/NBP/2020,2020-11-17,3.7877,0.25
223/A/NBP/2020,2020-11-16,3.7782,-0.61
222/A/NBP/2020,2020-11-13,3.8015,0.05
221/A/NBP/2020,2020-11-12,3.7995,-0.45
220/A/NBP/2020,2020-11-10,3.8168,1.01
219/A/NBP/2020,2020-11-09,3.7787,-1.07
218/A/NBP/2020,2020-11-06,3.8194,-0.41
217/A/NBP/2020,2020-11-05,3.8353,-1.65
216/A/NBP/2020,2020-11-04,3.8996,-0.19
215/A/NBP/2020,2020-11-03,3.9069,-1.23
214/A/NBP/2020,2020-11-02,3.9557,-0.02
213/A/NBP/2020,2020-10-30,3.9563,0.15
212/A/NBP/2020,2020-10-29,3.9505,0.49
211/A/NBP/2020,2020-10-28,3.9313,1.17
210/A/NBP/2020,2020-10-27,3.886,0.26
209/A/NBP/2020,2020-10-26,3.8759,0.24
208/A/NBP/2020,2020-10-23,3.8665,-0.18
207/A/NBP/2020,2020-10-22,3.8734,0.07
206/A/NBP/2020,2020-10-21,3.8706,-0.57
205/A/NBP/2020,2020-10-20,3.8926,0.43
204/A/NBP/2020,2020-10-19,3.8761,-0.55
203/A/NBP/2020,2020-10-16,3.8976,0.19
202/A/NBP/2020,2020-10-15,3.8904,1.57
201/A/NBP/2020,2020-10-14,3.8301,0.97
200/A/NBP/2020,2020-10-13,3.7932,0.01
199/A/NBP/2020,2020-10-12,3.7927,0.04
198/A/NBP/2020,2020-10-09,3.7913,-0.69
197/A/NBP/2020,2020-10-08,3.8175,0.13
196/A/NBP/2020,2020-10-07,3.8126,-0.14
195/A/NBP/2020,2020-10-06,3.818,-0.19
194/A/NBP/2020,2020-10-05,3.8252,-0.3
193/A/NBP/2020,2020-10-02,3.8366,-0.38
192/A/NBP/2020,2020-10-01,3.8513,-0.38
191/A/NBP/2020,2020-09-30,3.8658,-1.45
190/A/NBP/2020,2020-09-29,3.9228,0.37
189/A/NBP/2020,2020-09-28,3.9083,0.17
188/A/NBP/2020,2020-09-25,3.9016,0.47
187/A/NBP/2020,2020-09-24,3.8833,1.13
186/A/NBP/2020,2020-09-23,3.8399,0.1
185/A/NBP/2020,2020-09-22,3.8359,1.04
184/A/NBP/2020,2020-09-21,3.7963,1.01
183/A/NBP/2020,2020-09-18,3.7585,-0.34
182/A/NBP/2020,2020-09-17,3.7713,0.5
181/A/NBP/2020,2020-09-16,3.7526,0.22
180/A/NBP/2020,2020-09-15,3.7445,-0.21
179/A/NBP/2020,2020-09-14,3.7522,-0.03
178/A/NBP/2020,2020-09-11,3.7534,-0.2
177/A/NBP/2020,2020-09-10,3.761,-0.69
176/A/NBP/2020,2020-09-09,3.7871,0.58
175/A/NBP/2020,2020-09-08,3.7652,-0.04
174/A/NBP/2020,2020-09-07,3.7666,0.35
173/A/NBP/2020,2020-09-04,3.7533,0.52
172/A/NBP/2020,2020-09-03,3.7337,0.39
171/A/NBP/2020,2020-09-02,3.7191,1.32
170/A/NBP/2020,2020-09-01,3.6707,-0.59
169/A/NBP/2020,2020-08-31,3.6924,-0.16
168/A/NBP/2020,2020-08-28,3.6983,-0.81
167/A/NBP/2020,2020-08-27,3.7286,0.05
166/A/NBP/2020,2020-08-26,3.7269,0.34
165/A/NBP/2020,2020-08-25,3.7144,-0.35
164/A/NBP/2020,2020-08-24,3.7273,0.29
163/A/NBP/2020,2020-08-21,3.7164,0
162/A/NBP/2020,2020-08-20,3.7164,1.18
161/A/NBP/2020,2020-08-19,3.6732,-0.44
160/A/NBP/2020,2020-08-18,3.6895,-0.49
159/A/NBP/2020,2020-08-17,3.7076,-0.41
158/A/NBP/2020,2020-08-14,3.7227,0.14
157/A/NBP/2020,2020-08-13,3.7176,-1.02
156/A/NBP/2020,2020-08-12,3.7558,0.45
155/A/NBP/2020,2020-08-11,3.739,-0.01
154/A/NBP/2020,2020-08-10,3.7393,0.24
153/A/NBP/2020,2020-08-07,3.7302,0.17
152/A/NBP/2020,2020-08-06,3.724,0.26
151/A/NBP/2020,2020-08-05,3.7143,-0.59
150/A/NBP/2020,2020-08-04,3.7364,-0.36
149/A/NBP/2020,2020-08-03,3.7499,0.9
148/A/NBP/2020,2020-07-31,3.7166,-1.02
147/A/NBP/2020,2020-07-30,3.7549,-0.16
146/A/NBP/2020,2020-07-29,3.761,0.21
145/A/NBP/2020,2020-07-28,3.7532,-0.29
144/A/NBP/2020,2020-07-27,3.7643,-1.02
143/A/NBP/2020,2020-07-24,3.8029,-0.08
142/A/NBP/2020,2020-07-23,3.806,-1.23
141/A/NBP/2020,2020-07-22,3.8534,-0.72
140/A/NBP/2020,2020-07-21,3.8812,-0.47
139/A/NBP/2020,2020-07-20,3.8997,-0.68
138/A/NBP/2020,2020-07-17,3.9263,-0.4
137/A/NBP/2020,2020-07-16,3.9422,0.78
136/A/NBP/2020,2020-07-15,3.9117,-1.14
135/A/NBP/2020,2020-07-14,3.957,0.02
134/A/NBP/2020,2020-07-13,3.9564,-0.21
133/A/NBP/2020,2020-07-10,3.9646,0.41
132/A/NBP/2020,2020-07-09,3.9486,-0.45
131/A/NBP/2020,2020-07-08,3.9666,-0.06
130/A/NBP/2020,2020-07-07,3.9689,0.26
129/A/NBP/2020,2020-07-06,3.9588,-0.44
128/A/NBP/2020,2020-07-03,3.9764,0.6
127/A/NBP/2020,2020-07-02,3.9528,-0.16
126/A/NBP/2020,2020-07-01,3.9591,-0.54
125/A/NBP/2020,2020-06-30,3.9806,0.38
124/A/NBP/2020,2020-06-29,3.9656,-0.1
123/A/NBP/2020,2020-06-26,3.9697,0.19
122/A/NBP/2020,2020-06-25,3.9623,0.58
121/A/NBP/2020,2020-06-24,3.9395,0.21
120/A/NBP/2020,2020-06-23,3.9311,-0.9
119/A/NBP/2020,2020-06-22,3.9667,-0.19
118/A/NBP/2020,2020-06-19,3.9741,0.38
117/A/NBP/2020,2020-06-18,3.9589,0.14
116/A/NBP/2020,2020-06-17,3.9532,1.21
115/A/NBP/2020,2020-06-16,3.9058,-0.9
114/A/NBP/2020,2020-06-15,3.9413,0.29
113/A/NBP/2020,2020-06-12,3.9299,0.3
112/A/NBP/2020,2020-06-10,3.918,-0.69
111/A/NBP/2020,2020-06-09,3.9453,0.65
110/A/NBP/2020,2020-06-08,3.9197,-0.05
109/A/NBP/2020,2020-06-05,3.9217,-0.9
108/A/NBP/2020,2020-06-04,3.9573,1.16
107/A/NBP/2020,2020-06-03,3.9121,-0.46
106/A/NBP/2020,2020-06-02,3.9303,-0.95
105/A/NBP/2020,2020-06-01,3.968,-0.88
104/A/NBP/2020,2020-05-29,4.0031,-0.53
103/A/NBP/2020,2020-05-28,4.0244,-0.64
102/A/NBP/2020,2020-05-27,4.0504,-0.93
101/A/NBP/2020,2020-05-26,4.0885,-1.31
100/A/NBP/2020,2020-05-25,4.1428,-0.18
99/A/NBP/2020,2020-05-22,4.1503,0.38
98/A/NBP/2020,2020-05-21,4.1346,-0.66
97/A/NBP/2020,2020-05-20,4.1619,-0.06
96/A/NBP/2020,2020-05-19,4.1645,-1.37
95/A/NBP/2020,2020-05-18,4.2224,0.21
94/A/NBP/2020,2020-05-15,4.2135,-0.32
93/A/NBP/2020,2020-05-14,4.2269,0.38
92/A/NBP/2020,2020-05-13,4.2111,0.04
91/A/NBP/2020,2020-05-12,4.2095,-0.07
90/A/NBP/2020,2020-05-11,4.2126,0.15
89/A/NBP/2020,2020-05-08,4.2065,-0.23
88/A/NBP/2020,2020-05-07,4.2162,0.33
87/A/NBP/2020,2020-05-06,4.2022,0.23
86/A/NBP/2020,2020-05-05,4.1927,0.67
85/A/NBP/2020,2020-05-04,4.1646,-0.2
84/A/NBP/2020,2020-04-30,4.1729,-0.19
83/A/NBP/2020,2020-04-29,4.1807,-0.08
82/A/NBP/2020,2020-04-28,4.184,0.35
81/A/NBP/2020,2020-04-27,4.1696,-1.06
80/A/NBP/2020,2020-04-24,4.2142,0.12
79/A/NBP/2020,2020-04-23,4.2093,0.86
78/A/NBP/2020,2020-04-22,4.1736,-0.1
77/A/NBP/2020,2020-04-21,4.1779,0.61
76/A/NBP/2020,2020-04-20,4.1525,-0.86
75/A/NBP/2020,2020-04-17,4.1886,0.61
74/A/NBP/2020,2020-04-16,4.1631,0.27
73/A/NBP/2020,2020-04-15,4.1519,-0.35
72/A/NBP/2020,2020-04-14,4.1666,0.24
71/A/NBP/2020,2020-04-10,4.1566,-0.43
70/A/NBP/2020,2020-04-09,4.1744,-0.14
69/A/NBP/2020,2020-04-08,4.1801,0.2
68/A/NBP/2020,2020-04-07,4.1717,-1.28
67/A/NBP/2020,2020-04-06,4.2257,-0.33
66/A/NBP/2020,2020-04-03,4.2396,1.14
65/A/NBP/2020,2020-04-02,4.1917,0.52
64/A/NBP/2020,2020-04-01,4.1701,0.57
63/A/NBP/2020,2020-03-31,4.1466,1.3
62/A/NBP/2020,2020-03-30,4.0933,-0.47
61/A/NBP/2020,2020-03-27,4.1127,-2.05
60/A/NBP/2020,2020-03-26,4.1988,-0.55
59/A/NBP/2020,2020-03-25,4.222,-0.47
58/A/NBP/2020,2020-03-24,4.2421,-0.55
57/A/NBP/2020,2020-03-23,4.2654,0.6
56/A/NBP/2020,2020-03-20,4.24,-0.05
55/A/NBP/2020,2020-03-19,4.2421,4.1
54/A/NBP/2020,2020-03-18,4.0749,0.71
53/A/NBP/2020,2020-03-17,4.046,3.13
52/A/NBP/2020,2020-03-16,3.9231,0.42
51/A/NBP/2020,2020-03-13,3.9067,1.1
50/A/NBP/2020,2020-03-12,3.8642,1.19
49/A/NBP/2020,2020-03-11,3.8186,0.34
48/A/NBP/2020,2020-03-10,3.8058,0.42
47/A/NBP/2020,2020-03-09,3.7899,-0.87
46/A/NBP/2020,2020-03-06,3.8231,-0.64
45/A/NBP/2020,2020-03-05,3.8479,-0.15
44/A/NBP/2020,2020-03-04,3.8536,-0.69
43/A/NBP/2020,2020-03-03,3.8804,-0.56
42/A/NBP/2020,2020-03-02,3.9023,-0.59
41/A/NBP/2020,2020-02-28,3.9255,-0.4
40/A/NBP/2020,2020-02-27,3.9413,-0.4
39/A/NBP/2020,2020-02-26,3.9573,-0.13
38/A/NBP/2020,2020-02-25,3.9624,-0.37
37/A/NBP/2020,2020-02-24,3.9772,0.38
36/A/NBP/2020,2020-02-21,3.9623,0.01
35/A/NBP/2020,2020-02-20,3.9621,0.16
34/A/NBP/2020,2020-02-19,3.9556,0.27
33/A/NBP/2020,2020-02-18,3.9448,0.66
32/A/NBP/2020,2020-02-17,3.9189,0.23
31/A/NBP/2020,2020-02-14,3.9098,-0.02
30/A/NBP/2020,2020-02-13,3.9104,0.24
29/A/NBP/2020,2020-02-12,3.901,-0.08
28/A/NBP/2020,2020-02-11,3.9041,0.12
27/A/NBP/2020,2020-02-10,3.8996,0.13
26/A/NBP/2020,2020-02-07,3.8947,0.71
25/A/NBP/2020,2020-02-06,3.8672,0.05
24/A/NBP/2020,2020-02-05,3.8654,-0.31
23/A/NBP/2020,2020-02-04,3.8773,-0.23
22/A/NBP/2020,2020-02-03,3.8864,-0.35
21/A/NBP/2020,2020-01-31,3.8999,0.37
20/A/NBP/2020,2020-01-30,3.8856,-0.04
19/A/NBP/2020,2020-01-29,3.8871,0.07
18/A/NBP/2020,2020-01-28,3.8844,0.31
17/A/NBP/2020,2020-01-27,3.8725,0.65
16/A/NBP/2020,2020-01-24,3.8475,0.44
15/A/NBP/2020,2020-01-23,3.8308,0.28
14/A/NBP/2020,2020-01-22,3.8202,-0.21
13/A/NBP/2020,2020-01-21,3.8284,0.02
12/A/NBP/2020,2020-01-20,3.8277,0.59
11/A/NBP/2020,2020-01-17,3.8053,0.22
10/A/NBP/2020,2020-01-16,3.7968,-0.06
9/A/NBP/2020,2020-01-15,3.7992,-0.07
8/A/NBP/2020,2020-01-14,3.8019,-0.22
7/A/NBP/2020,2020-01-13,3.8101,-0.45
6/A/NBP/2020,2020-01-10,3.8272,0.05
5/A/NBP/2020,2020-01-09,3.8251,0.34
4/A/NBP/2020,2020-01-08,3.8123,0.69
3/A/NBP/2020,2020-01-07,3.7861,-0.92
2/A/NBP/2020,2020-01-03,3.8213,0.56
1/A/NBP/2020,2020-01-02,3.8,0.06
251/A/NBP/2019,2019-12-31,3.7977,-0.13
250/A/NBP/2019,2019-12-30,3.8027,-0.62
249/A/NBP/2019,2019-12-27,3.8266,-0.57
248/A/NBP/2019,2019-12-24,3.8487,0.24
247/A/NBP/2019,2019-12-23,3.8394,0.22
246/A/NBP/2019,2019-12-20,3.8311,0.08
245/A/NBP/2019,2019-12-19,3.8281,-0.05
244/A/NBP/2019,2019-12-18,3.8302,0.24
243/A/NBP/2019,2019-12-17,3.8211,-0.26
242/A/NBP/2019,2019-12-16,3.8311,0.2
241/A/NBP/2019,2019-12-13,3.8234,-0.7
240/A/NBP/2019,2019-12-12,3.8505,-0.4
239/A/NBP/2019,2019-12-11,3.866,-0.13
238/A/NBP/2019,2019-12-10,3.8711,0.02
237/A/NBP/2019,2019-12-09,3.8704,0.53
236/A/NBP/2019,2019-12-06,3.85,-0.17
235/A/NBP/2019,2019-12-05,3.8566,-0.21
234/A/NBP/2019,2019-12-04,3.8647,-0.15
233/A/NBP/2019,2019-12-03,3.8706,-0.87
232/A/NBP/2019,2019-12-02,3.9047,-0.61
231/A/NBP/2019,2019-11-29,3.9288,0.09
230/A/NBP/2019,2019-11-28,3.9252,0.25
229/A/NBP/2019,2019-11-27,3.9154,0.29
228/A/NBP/2019,2019-11-26,3.9039,0.01
227/A/NBP/2019,2019-11-25,3.9036,0.47
226/A/NBP/2019,2019-11-22,3.8853,0.3
225/A/NBP/2019,2019-11-21,3.8737,-0.14
224/A/NBP/2019,2019-11-20,3.8792,0.02
223/A/NBP/2019,2019-11-19,3.8786,0.05
222/A/NBP/2019,2019-11-18,3.8767,-0.21
221/A/NBP/2019,2019-11-15,3.8848,-0.42
220/A/NBP/2019,2019-11-14,3.9011,0.28
219/A/NBP/2019,2019-11-13,3.8902,0.31
218/A/NBP/2019,2019-11-12,3.878,0.4
217/A/NBP/2019,2019-11-08,3.8625,0.32
216/A/NBP/2019,2019-11-07,3.8502,0.01
215/A/NBP/2019,2019-11-06,3.8497,0.49
214/A/NBP/2019,2019-11-05,3.8308,0.55
213/A/NBP/2019,2019-11-04,3.8099,-0.2
212/A/NBP/2019,2019-10-31,3.8174,-0.56
211/A/NBP/2019,2019-10-30,3.8388,-0.54
210/A/NBP/2019,2019-10-29,3.8598,0.18
209/A/NBP/2019,2019-10-28,3.8529,0.2
208/A/NBP/2019,2019-10-25,3.8452,0.01
207/A/NBP/2019,2019-10-24,3.8448,-0.06
206/A/NBP/2019,2019-10-23,3.8473,0.17
205/A/NBP/2019,2019-10-22,3.8408,0.26
204/A/NBP/2019,2019-10-21,3.8307,-0.51
203/A/NBP/2019,2019-10-18,3.8503,-0.35
202/A/NBP/2019,2019-10-17,3.8638,-0.76
201/A/NBP/2019,2019-10-16,3.8934,-0.05
200/A/NBP/2019,2019-10-15,3.8952,-0.02
199/A/NBP/2019,2019-10-14,3.8958,-0.48
198/A/NBP/2019,2019-10-11,3.9145,-0.21
197/A/NBP/2019,2019-10-10,3.9226,-0.4
196/A/NBP/2019,2019-10-09,3.9382,-0.06
195/A/NBP/2019,2019-10-08,3.9405,-0.24
194/A/NBP/2019,2019-10-07,3.9498,0.07
193/A/NBP/2019,2019-10-04,3.9469,-0.46
192/A/NBP/2019,2019-10-03,3.9652,-1.25
191/A/NBP/2019,2019-10-02,4.0152,0.01
190/A/NBP/2019,2019-10-01,4.0147,0.37
189/A/NBP/2019,2019-09-30,4,-0.38
188/A/NBP/2019,2019-09-27,4.0154,0.15
187/A/NBP/2019,2019-09-26,4.0092,0.59
186/A/NBP/2019,2019-09-25,3.9856,0.05
185/A/NBP/2019,2019-09-24,3.9838,-0.36
184/A/NBP/2019,2019-09-23,3.9983,1.69
183/A/NBP/2019,2019-09-20,3.9319,0.13
182/A/NBP/2019,2019-09-19,3.9267,-0.14
181/A/NBP/2019,2019-09-18,3.9322,-0.23
180/A/NBP/2019,2019-09-17,3.9412,0.76
179/A/NBP/2019,2019-09-16,3.9116,-0.01
178/A/NBP/2019,2019-09-13,3.912,-0.61
177/A/NBP/2019,2019-09-12,3.9362,0.1
176/A/NBP/2019,2019-09-11,3.9324,0.13
175/A/NBP/2019,2019-09-10,3.9273,-0.09
174/A/NBP/2019,2019-09-09,3.931,-0.01
173/A/NBP/2019,2019-09-06,3.9315,-0.04
172/A/NBP/2019,2019-09-05,3.933,-0.21
171/A/NBP/2019,2019-09-04,3.9414,-1.17
170/A/NBP/2019,2019-09-03,3.9882,0.16
169/A/NBP/2019,2019-09-02,3.9819,0.26
168/A/NBP/2019,2019-08-30,3.9717,0.33
167/A/NBP/2019,2019-08-29,3.9586,0.1
166/A/NBP/2019,2019-08-28,3.9548,0.61
165/A/NBP/2019,2019-08-27,3.9309,-0.07
164/A/NBP/2019,2019-08-26,3.9335,-0.09
163/A/NBP/2019,2019-08-23,3.9371,0.09
162/A/NBP/2019,2019-08-22,3.9337,0.32
161/A/NBP/2019,2019-08-21,3.921,-0.5
160/A/NBP/2019,2019-08-20,3.9408,0.53
159/A/NBP/2019,2019-08-19,3.9199,-0.21
158/A/NBP/2019,2019-08-16,3.9281,1.01
157/A/NBP/2019,2019-08-14,3.889,0.45
156/A/NBP/2019,2019-08-13,3.8714,0.01
155/A/NBP/2019,2019-08-12,3.8711,0.25
154/A/NBP/2019,2019-08-09,3.8613,0.19
153/A/NBP/2019,2019-08-08,3.8538,-0.15
152/A/NBP/2019,2019-08-07,3.8597,0.3
151/A/NBP/2019,2019-08-06,3.8482,-0.66
150/A/NBP/2019,2019-08-05,3.8739,-0.23
149/A/NBP/2019,2019-08-02,3.8829,-0.08
148/A/NBP/2019,2019-08-01,3.886,0.92
147/A/NBP/2019,2019-07-31,3.8504,0.03
146/A/NBP/2019,2019-07-30,3.8493,0.1
145/A/NBP/2019,2019-07-29,3.8453,0.41
144/A/NBP/2019,2019-07-26,3.8296,0.25
143/A/NBP/2019,2019-07-25,3.8199,-0.08
142/A/NBP/2019,2019-07-24,3.8229,0.61
141/A/NBP/2019,2019-07-23,3.7997,0.34
140/A/NBP/2019,2019-07-22,3.7869,0.04
139/A/NBP/2019,2019-07-19,3.7855,-0.21
138/A/NBP/2019,2019-07-18,3.7933,-0.28
137/A/NBP/2019,2019-07-17,3.8038,0.45
136/A/NBP/2019,2019-07-16,3.7867,0.03
135/A/NBP/2019,2019-07-15,3.7856,-0.09
134/A/NBP/2019,2019-07-12,3.7889,0.08
133/A/NBP/2019,2019-07-11,3.7859,-0.54
132/A/NBP/2019,2019-07-10,3.8066,-0.02
131/A/NBP/2019,2019-07-09,3.8074,0.57
130/A/NBP/2019,2019-07-08,3.7857,0.45
129/A/NBP/2019,2019-07-05,3.7689,0.19
128/A/NBP/2019,2019-07-04,3.7618,0.06
127/A/NBP/2019,2019-07-03,3.7596,0.01
126/A/NBP/2019,2019-07-02,3.7593,0.44
125/A/NBP/2019,2019-07-01,3.743,0.25
124/A/NBP/2019,2019-06-28,3.7336,-0.24
123/A/NBP/2019,2019-06-27,3.7426,-0.3
122/A/NBP/2019,2019-06-26,3.754,0.44
121/A/NBP/2019,2019-06-25,3.7376,0.04
120/A/NBP/2019,2019-06-24,3.736,-0.91
119/A/NBP/2019,2019-06-21,3.7705,-1.05
118/A/NBP/2019,2019-06-19,3.8104,0.02
117/A/NBP/2019,2019-06-18,3.8097,0.28
116/A/NBP/2019,2019-06-17,3.7989,0.69
115/A/NBP/2019,2019-06-14,3.7727,-0.02
114/A/NBP/2019,2019-06-13,3.7736,0.28
113/A/NBP/2019,2019-06-12,3.763,-0.24
112/A/NBP/2019,2019-06-11,3.7722,-0.06
111/A/NBP/2019,2019-06-10,3.7745,-0.56
110/A/NBP/2019,2019-06-07,3.7958,-0.28
109/A/NBP/2019,2019-06-06,3.8065,0.36
108/A/NBP/2019,2019-06-05,3.7929,-0.29
107/A/NBP/2019,2019-06-04,3.8041,-0.66
106/A/NBP/2019,2019-06-03,3.8292,-0.54
105/A/NBP/2019,2019-05-31,3.8498,-0.13
104/A/NBP/2019,2019-05-30,3.8548,-0.02
103/A/NBP/2019,2019-05-29,3.8554,0.44
102/A/NBP/2019,2019-05-28,3.8386,0.03
101/A/NBP/2019,2019-05-27,3.8374,-0.16
100/A/NBP/2019,2019-05-24,3.8436,-0.67
99/A/NBP/2019,2019-05-23,3.8696,0.2
98/A/NBP/2019,2019-05-22,3.862,-0.01
97/A/NBP/2019,2019-05-21,3.8625,0.21
96/A/NBP/2019,2019-05-20,3.8543,-0.01
95/A/NBP/2019,2019-05-17,3.8545,0.75
94/A/NBP/2019,2019-05-16,3.8259,-0.51
93/A/NBP/2019,2019-05-15,3.8457,0.35
92/A/NBP/2019,2019-05-14,3.8323,0.01
91/A/NBP/2019,2019-05-13,3.8321,0.21
90/A/NBP/2019,2019-05-10,3.8242,-0.44
89/A/NBP/2019,2019-05-09,3.841,0.22
88/A/NBP/2019,2019-05-08,3.8325,0.12
87/A/NBP/2019,2019-05-07,3.8278,-0.09
86/A/NBP/2019,2019-05-06,3.8313,0.36
85/A/NBP/2019,2019-05-02,3.8177,-0.3
84/A/NBP/2019,2019-04-30,3.8291,-0.46
83/A/NBP/2019,2019-04-29,3.8468,-0.1
82/A/NBP/2019,2019-04-26,3.8508,-0.08
81/A/NBP/2019,2019-04-25,3.8537,0.81
80/A/NBP/2019,2019-04-24,3.8229,0.29
79/A/NBP/2019,2019-04-23,3.8118,0.18
78/A/NBP/2019,2019-04-19,3.8051,0.13
77/A/NBP/2019,2019-04-18,3.8002,0.59
